"state" "year" "stateabb" "statefips" "total" "dem" "rep" "st.income" "state.1" "year.1" "st.pop" "inc.pop" "st.repshare" "z.st.inc" "z.st.pop" "z.st.inc.pop"
"242" "Louisiana" 1964 "LA" 22 896 387 509 6903698 "Louisiana" 1964 3446000 2.00339466047591 0.568080357142857 -0.128608686957227 -0.044341753162516 -0.543098588717943
"243" "Louisiana" 1968 "LA" 22 1097 310 258 9903751 "Louisiana" 1968 3603000 2.74875131834582 0.454225352112676 -0.11990628304936 -0.0432475555932358 -0.496675105860563
"244" "Louisiana" 1972 "LA" 22 1051 298 687 13515150 "Louisiana" 1972 3761967 3.59257537346819 0.69746192893401 -0.131539400248918 -0.046236570929664 -0.690057913252366
"245" "Louisiana" 1976 "LA" 22 1278 661 587 21960169 "Louisiana" 1976 3951636 5.55723477567266 0.470352564102564 -0.107797109144171 -0.0424354879113955 -0.437917673472108
"246" "Louisiana" 1980 "LA" 22 1549 708 793 37301209 "Louisiana" 1980 4223101 8.83265851325839 0.528314457028648 -0.0821993063042315 -0.0326080082420147 -0.320400211661361
"247" "Louisiana" 1984 "LA" 22 1707 652 1037 51170508 "Louisiana" 1984 4400474 11.6284082123880 0.613972764949674 -0.0902983449754366 -0.030360611731474 -0.409607565337875
"248" "Louisiana" 1988 "LA" 22 1628 717 884 56239457 "Louisiana" 1988 4288859 13.1129181444296 0.552154903185509 -0.14000082142566 -0.0554695188511676 -0.607790647451744
"249" "Louisiana" 1992 "LA" 22 1790 816 733 72466152 "Louisiana" 1992 4293003 16.8800608804606 0.473208521626856 -0.135987644833677 -0.0730594828005437 -0.535751608608492
"250" "Louisiana" 1996 "LA" 22 1784 928 713 87878772 "Louisiana" 1996 4398877 19.9775469966539 0.434491163924436 -0.141098744159748 -0.0831418687757607 -0.512443572117424
"251" "Louisiana" 2000 "LA" 22 1766 792 928 103824487 "Louisiana" 2000 4469970 23.2271104727772 0.539534883720930 -0.160307748501752 -0.093549343020382 -0.570870573797431
"252" "Louisiana" 2004 "LA" 22 1922 820 1102 103824488 "Louisiana" 2004 4469970 23.2271106964924 0.573361082206035 -0.160307745506615 -0.0935493442826036 -0.570870565316898
"253" "Maine" 1952 "ME" 23 352 119 232 1315838 "Maine" 1952 915000 1.43807431693989 0.660968660968661 -0.314148509262307 -0.341563390478172 -0.319470393366844
"254" "Maine" 1956 "ME" 23 352 102 249 1565105 "Maine" 1956 938000 1.66855543710021 0.70940170940171 -0.309236796997354 -0.343255698019364 -0.263854192174837
"255" "Maine" 1960 "ME" 23 422 181 241 1871337 "Maine" 1960 975000 1.91932 0.571090047393365 -0.308292119260222 -0.345045699833601 -0.256999307855222
"256" "Maine" 1964 "ME" 23 381 262 119 2196934 "Maine" 1964 993000 2.21242094662638 0.312335958005249 -0.313202639507025 -0.346699902124688 -0.315329748589264
"257" "Maine" 1968 "ME" 23 393 217 169 2854277 "Maine" 1968 994000 2.87150603621730 0.437823834196891 -0.322122512003169 -0.350125472648154 -0.388683954836589
"258" "Maine" 1972 "ME" 23 417 161 256 3998819 "Maine" 1972 1034817 3.86427648560084 0.613908872901679 -0.334691609679728 -0.354795186908 -0.48552168008167
"259" "Maine" 1976 "ME" 23 483 232 236 6221527 "Maine" 1976 1089960 5.7080324048589 0.504273504273504 -0.339802635750589 -0.357433846222906 -0.371384982773546
"260" "Maine" 1980 "ME" 23 523 221 239 9474090 "Maine" 1980 1126860 8.40751291198552 0.519565217391304 -0.341550424872115 -0.359740835422673 -0.46257545050146
"261" "Maine" 1984 "ME" 23 553 215 337 13480232 "Maine" 1984 1155634 11.6647935245934 0.610507246376812 -0.336672459595733 -0.355111613838751 -0.400307981871648
"262" "Maine" 1988 "ME" 23 555 244 307 19035831 "Maine" 1988 1203840 15.8125922049442 0.557168784029038 -0.322260254155471 -0.346244204220112 -0.117155211237537
"263" "Maine" 1992 "ME" 23 679 263 207 22675763 "Maine" 1992 1238508 18.3089354287578 0.440425531914894 -0.331025993708285 -0.34344802586442 -0.292417884659359
"264" "Maine" 1996 "ME" 23 606 313 186 26433754 "Maine" 1996 1249060 21.162917714121 0.372745490981964 -0.345032290648752 -0.351034751344375 -0.327734690129903
"265" "Maine" 2000 "ME" 23 652 320 287 32793496 "Maine" 2000 1276961 25.6808908024599 0.472817133443163 -0.33904148517922 -0.350808459178607 -0.292608425508291
"266" "Maine" 2004 "ME" 23 727 397 330 32793496 "Maine" 2004 1276961 25.6808908024599 0.453920220082531 -0.339041486074205 -0.350808450618033 -0.292608426339907
"267" "Maryland" 1952 "MD" 24 902 395 499 4858763 "Maryland" 1952 2500000 1.9435052 0.558165548098434 -0.0450281458210987 -0.0950656880413685 0.357929701493984
"268" "Maryland" 1956 "MD" 24 932 373 560 6138271 "Maryland" 1956 2811000 2.18366097474208 0.60021436227224 -0.0358640869797636 -0.0763053320512574 0.389503572275426
"269" "Maryland" 1960 "MD" 24 1055 566 490 7492079 "Maryland" 1960 3113000 2.40670703501446 0.464015151515151 -0.0321995979944469 -0.0623059057848958 0.323445360321853
"270" "Maryland" 1964 "MD" 24 1116 731 385 10062100 "Maryland" 1964 3492000 2.88147193585338 0.344982078853047 -0.00473973815903156 -0.0386717674909873 0.413712376253726
"271" "Maryland" 1968 "MD" 24 1235 538 518 14615942 "Maryland" 1968 3815000 3.83117745740498 0.490530303030303 0.0152642976393658 -0.0183115194047948 0.455568903024011
"272" "Maryland" 1972 "MD" 24 1354 506 829 21592744 "Maryland" 1972 4081121 5.29088551895423 0.620973782771536 0.0408990182954834 -0.0101264499154367 0.588427688763515
"273" "Maryland" 1976 "MD" 24 1432 760 673 31441527 "Maryland" 1976 4172132 7.53608155254915 0.469644103279833 0.0319689174122481 -0.0181644390525258 0.435159716777646
"274" "Maryland" 1980 "MD" 24 1540 726 681 47474568 "Maryland" 1980 4227643 11.2295593549408 0.484008528784648 0.0126172658404682 -0.0321281239884781 0.481160356346289
"275" "Maryland" 1984 "MD" 24 1676 788 880 68505797 "Maryland" 1984 4365246 15.6934562221694 0.52757793764988 0.0230191186340623 -0.0338863104723165 0.629362584149365
"276" "Maryland" 1988 "MD" 24 1714 826 876 96071787 "Maryland" 1988 4657903 20.625544799881 0.514688601645123 0.0551365522837373 -0.0206857288689027 0.757544861053772
"277" "Maryland" 1992 "MD" 24 1985 989 707 119417458 "Maryland" 1992 4923368 24.2552370653585 0.41686320754717 0.0479294802112079 -0.0172586142614037 0.720222254170997
"278" "Maryland" 1996 "MD" 24 1781 966 682 140809232 "Maryland" 1996 5111986 27.5449173765343 0.413834951456311 0.0345753263579676 -0.0224917339915425 0.666732277139189
"279" "Maryland" 2000 "MD" 24 2020 1141 814 180352919 "Maryland" 2000 5310908 33.9589612548363 0.416368286445013 0.0322590793132728 -0.0257953947465543 0.646136432742728
"280" "Maryland" 2004 "MD" 24 2359 1334 1025 180352912 "Maryland" 2004 5310908 33.9589599367942 0.434506146672319 0.0322590636583548 -0.0257953985957911 0.646136336614727
"281" "Massachusetts" 1952 "MA" 25 2383 1084 1292 8813247 "Massachusetts" 1952 4650000 1.89532193548387 0.543771043771044 0.255354213755365 0.239300280563759 0.293352428818606
"282" "Massachusetts" 1956 "MA" 25 2349 948 1393 10731018 "Massachusetts" 1956 4891000 2.19403353097526 0.595044852627082 0.238679127461864 0.220147823962444 0.402660080324567
"283" "Massachusetts" 1960 "MA" 25 2469 1487 977 12956722 "Massachusetts" 1960 5160000 2.51099263565891 0.39650974025974 0.236225293894803 0.208399593942747 0.447642387556942
"284" "Massachusetts" 1964 "MA" 25 2345 1786 550 15972298 "Massachusetts" 1964 5448000 2.93177276064611 0.235445205479452 0.227051532695405 0.20242588410706 0.468523475525272
"285" "Massachusetts" 1968 "MA" 25 2332 1469 767 21927626 "Massachusetts" 1968 5618000 3.90310181559274 0.343023255813953 0.225002097336464 0.193762411009163 0.518843002480526
"286" "Massachusetts" 1972 "MA" 25 2459 1333 1112 29419976 "Massachusetts" 1972 5762122 5.10575374835868 0.45480572597137 0.207992772656018 0.180067467550855 0.44906073991073
"287" "Massachusetts" 1976 "MA" 25 2548 1429 1030 40207619 "Massachusetts" 1976 5748868 6.99400629828342 0.418869459129728 0.161191107658415 0.155394430466825 0.195993322570846
"288" "Massachusetts" 1980 "MA" 25 2524 1054 1058 61328649 "Massachusetts" 1980 5746075 10.6731375765196 0.50094696969697 0.141738480439797 0.128301556078926 0.295084341432777
"289" "Massachusetts" 1984 "MA" 25 2559 1240 1311 90815396 "Massachusetts" 1984 5840774 15.5485207953603 0.513916111328891 0.168852693881929 0.113787903552827 0.592319090026922
"290" "Massachusetts" 1988 "MA" 25 2633 1401 1195 127579566 "Massachusetts" 1988 5979983 21.3344362350194 0.460323574730354 0.209492203722558 0.103925301414079 0.886377916715815
"291" "Massachusetts" 1992 "MA" 25 2774 1319 805 149095684 "Massachusetts" 1992 6028709 24.7309472061100 0.379001883239171 0.164184691564697 0.0805878522015527 0.80123448873516
"292" "Massachusetts" 1996 "MA" 25 2557 1572 718 180237041 "Massachusetts" 1996 6179756 29.1657212679594 0.31353711790393 0.16543464060963 0.0683224254406686 0.919291978753781
"293" "Massachusetts" 2000 "MA" 25 2703 1616 879 241317591 "Massachusetts" 2000 6357072 37.9604936046029 0.352304609218437 0.185663156582534 0.0584935082902219 1.09991584185493
"294" "Massachusetts" 2004 "MA" 25 2875 1804 1071 241317584 "Massachusetts" 2004 6357072 37.960492503467 0.372521739130435 0.185663142106762 0.0584935012226241 1.0999157965103
"295" "Michigan" 1952 "MI" 26 2799 1231 1552 13203483 "Michigan" 1952 6650000 1.98548616541353 0.557671577434423 0.588836268247819 0.55033839089411 0.414194387540276
"296" "Michigan" 1956 "MI" 26 3080 1360 1714 16989197 "Michigan" 1956 7467000 2.27523731083434 0.55757970071568 0.612777805053093 0.587293655640951 0.505658623723113
"297" "Michigan" 1960 "MI" 26 3318 1687 1620 19095772 "Michigan" 1960 7834000 2.43755067653817 0.489869972785001 0.537777258506709 0.562022703992438 0.360178030629901
"298" "Michigan" 1964 "MI" 26 3203 2137 1060 24141731 "Michigan" 1964 8187000 2.94878844509588 0.331560838285893 0.547447441128621 0.540036552679171 0.487064888581479
"299" "Michigan" 1968 "MI" 26 3306 1593 1371 33970265 "Michigan" 1968 8696000 3.90642421803128 0.462550607287449 0.570448728564846 0.555805426990397 0.521765823450051
"300" "Michigan" 1972 "MI" 26 3490 1459 1962 44815167 "Michigan" 1972 9024681 4.96584499773455 0.573516515638702 0.53664538743574 0.549203998210211 0.343737619899697
"301" "Michigan" 1976 "MI" 26 3654 1697 1894 64588072 "Michigan" 1976 9117481 7.08398207794456 0.527429685324422 0.520586780879015 0.526193767913417 0.235691099988575
"302" "Michigan" 1980 "MI" 26 3910 1662 1915 95967358 "Michigan" 1980 9255553 10.3686249757308 0.535364830863852 0.464574197816699 0.499094869670575 0.193250636421242
"303" "Michigan" 1984 "MI" 26 3802 1530 2252 122857126 "Michigan" 1984 9049454 13.5761921105958 0.595452141723956 0.378303345282109 0.434919930229513 0.0882191080545166
"304" "Michigan" 1988 "MI" 26 3669 1676 1965 158529131 "Michigan" 1988 9218002 17.1977757218972 0.539686899203516 0.361113181745894 0.409120814292174 0.134586333794544
"305" "Michigan" 1992 "MI" 26 4275 1871 1555 192037533 "Michigan" 1992 9479065 20.2591218648675 0.453882078225336 0.33239601697898 0.386018613061107 0.0396939361153606
"306" "Michigan" 1996 "MI" 26 3849 1990 1481 238094677 "Michigan" 1996 9758645 24.3983336825963 0.426678190723135 0.357461810346155 0.372708010572473 0.176419881512138
"307" "Michigan" 2000 "MI" 26 4233 2170 1953 293743961 "Michigan" 2000 9952006 29.5160554565582 0.473684210526316 0.317582490363694 0.348135517907844 0.142304652399534
"308" "Michigan" 2004 "MI" 26 4793 2479 2314 293743968 "Michigan" 2004 9952006 29.516056159934 0.482787398289172 0.31758251212982 0.348135499780991 0.142304756428932
"309" "Minnesota" 1952 "MN" 27 1379 608 763 4948899 "Minnesota" 1952 3030000 1.6333 0.556528081692195 -0.0381814208469215 -0.0126405888038255 -0.0578205799966932
"310" "Minnesota" 1956 "MN" 27 1340 618 719 5953890 "Minnesota" 1956 3240000 1.83762037037037 0.537771129394166 -0.0468859334742388 -0.0151618686234315 -0.0494129198988622
"311" "Minnesota" 1960 "MN" 27 1542 780 758 7381545 "Minnesota" 1960 3425000 2.15519562043796 0.492847854356307 -0.0376290609987248 -0.0210454681126806 0.0239124448181133
"312" "Minnesota" 1964 "MN" 27 1554 991 560 9037739 "Minnesota" 1964 3558000 2.54011776278808 0.361057382333978 -0.044914016246453 -0.0305365706579244 0.0417503350002282
"313" "Minnesota" 1968 "MN" 27 1589 858 659 12823816 "Minnesota" 1968 3703000 3.46308830677829 0.434410019775873 -0.0361433622129967 -0.0314852743722731 0.131749405534471
"314" "Minnesota" 1972 "MN" 27 1742 802 898 17897718 "Minnesota" 1972 3866878 4.62846720274082 0.528235294117647 -0.0379814552614253 -0.0343665993619456 0.0897600678690533
"315" "Minnesota" 1976 "MN" 27 1950 1070 819 26623020 "Minnesota" 1976 3956602 6.72875866715935 0.433562731604023 -0.0390613693171731 -0.0418888565501321 0.0789647015286075
"316" "Minnesota" 1980 "MN" 27 2052 954 873 42157461 "Minnesota" 1980 4085017 10.3200209448333 0.477832512315271 -0.0369386241528553 -0.0471972502643295 0.176996699697551
"317" "Minnesota" 1984 "MN" 27 2084 1036 1033 59266803 "Minnesota" 1984 4157704 14.2546951394327 0.499275012083132 -0.0373744154098973 -0.054657588094433 0.261635114852458
"318" "Minnesota" 1988 "MN" 27 2097 1109 962 75578163 "Minnesota" 1988 4296163 17.5920147815621 0.46450989859971 -0.0452610886563701 -0.0547810892817112 0.206234854569851
"319" "Minnesota" 1992 "MN" 27 2348 1021 748 97024881 "Minnesota" 1992 4495572 21.5823216711911 0.422837761447145 -0.0397864692489884 -0.0551277668278849 0.26503151861006
"320" "Minnesota" 1996 "MN" 27 2193 1120 766 122079580 "Minnesota" 1996 4712827 25.9036837125572 0.406150583244963 -0.0275876362578925 -0.0564403269139902 0.410989132242498
"321" "Minnesota" 2000 "MN" 27 2439 1168 1110 158817138 "Minnesota" 2000 4931093 32.2072891344779 0.487269534679543 -0.0219309376949036 -0.0563968967165258 0.447494345098253
"322" "Minnesota" 2004 "MN" 27 2792 1445 1347 158817136 "Minnesota" 2004 4931093 32.2072887288883 0.482449856733524 -0.0219309411849638 -0.0563968993973207 0.44749434098076
"323" "Mississippi" 1952 "MS" 28 286 173 113 1949113 "Mississippi" 1952 2152000 0.905721654275093 0.395104895104895 -0.266044979507025 -0.14918631923885 -1.03295220913009
"324" "Mississippi" 1956 "MS" 28 248 144 61 2192081 "Mississippi" 1956 2086000 1.05085378715244 0.297560975609756 -0.271757700844713 -0.179636359988725 -1.04734444730718
"325" "Mississippi" 1960 "MS" 28 298 108 74 2698043 "Mississippi" 1960 2182000 1.2365 0.406593406593407 -0.26768407429293 -0.185425993838846 -1.07019128846036
"326" "Mississippi" 1964 "MS" 28 409 53 357 3489751 "Mississippi" 1964 2241000 1.55722936189201 0.870731707317073 -0.262499821189903 -0.192870725644953 -1.0292697513772
"327" "Mississippi" 1968 "MS" 28 655 151 89 4875676 "Mississippi" 1968 2219000 2.19724019828752 0.370833333333333 -0.264138088911319 -0.20603752769136 -0.981856626296888
"328" "Mississippi" 1972 "MS" 28 646 127 505 7402726 "Mississippi" 1972 2307291 3.20840587511502 0.799050632911392 -0.262025870357819 -0.210823342195235 -0.97926019687744
"329" "Mississippi" 1976 "MS" 28 769 381 367 11561565 "Mississippi" 1976 2430324 4.75721138416112 0.490641711229947 -0.261084387486966 -0.2098935727818 -0.790892114425118
"330" "Mississippi" 1980 "MS" 28 893 429 441 17868386 "Mississippi" 1980 2525342 7.07563015227244 0.506896551724138 -0.263314871375186 -0.211984452627774 -0.907977564276786
"331" "Mississippi" 1984 "MS" 28 941 352 582 24396908 "Mississippi" 1984 2578053 9.46330738739661 0.623126338329764 -0.265312239678621 -0.212752669895003 -0.962977444951492
"332" "Mississippi" 1988 "MS" 28 932 364 558 30176939 "Mississippi" 1988 2580349 11.6949059991497 0.605206073752712 -0.267680304769313 -0.216503035241082 -0.865498426932274
"333" "Mississippi" 1992 "MS" 28 982 400 488 38397575 "Mississippi" 1992 2623734 14.6347057285533 0.54954954954955 -0.269440689488288 -0.220825713516814 -0.918129915614578
"334" "Mississippi" 1996 "MS" 28 894 394 440 48897972 "Mississippi" 1996 2748085 17.7934714537578 0.52757793764988 -0.27047445349681 -0.223542224542844 -0.852774361262153
"335" "Mississippi" 2000 "MS" 28 994 405 573 59880659 "Mississippi" 2000 2849100 21.0173946158436 0.585889570552147 -0.270882646469203 -0.224142017080299 -0.82145546683814
"336" "Mississippi" 2004 "MS" 28 1131 458 673 59880660 "Mississippi" 2004 2849100 21.0173949668316 0.595048629531388 -0.270882644324004 -0.224142013356166 -0.821455458384997
"337" "Missouri" 1952 "MO" 29 1892 930 959 6589409 "Missouri" 1952 3972000 1.65896500503525 0.507676019057703 0.0864316170889469 0.13385836116177 -0.0234232421446408
"338" "Missouri" 1956 "MO" 29 1833 918 914 7930203 "Missouri" 1956 4163000 1.90492505404756 0.498908296943231 0.0712532376498783 0.116389219357648 0.0359560665532598
"339" "Missouri" 1960 "MO" 29 1934 972 962 9325856 "Missouri" 1960 4326000 2.15576883957467 0.49741468459152 0.0578760744646677 0.098107270165095 0.0245951096567254
"340" "Missouri" 1964 "MO" 29 1818 1164 654 11252659 "Missouri" 1964 4442000 2.53324155785682 0.35973597359736 0.0419526372296082 0.0784257626818882 0.0342575681787707
"341" "Missouri" 1968 "MO" 29 1810 791 812 15395635 "Missouri" 1968 4568000 3.37032289842382 0.506550218340611 0.0376300199899528 0.0702584581890547 0.0501407847245044
"342" "Missouri" 1972 "MO" 29 1853 699 1154 21120227 "Missouri" 1972 4753234 4.44333836709912 0.62277388019428 0.0308118457766189 0.0659185997008466 -0.049604671554405
"343" "Missouri" 1976 "MO" 29 1954 998 927 30415758 "Missouri" 1976 4823554 6.30567378327267 0.481558441558442 0.0168479128794848 0.0535406947809343 -0.107702528392528
"344" "Missouri" 1980 "MO" 29 2100 931 1074 46217225 "Missouri" 1980 4921966 9.38999273867394 0.535660847880299 0.00089872201731866 0.041230456938057 -0.134019060415813
"345" "Missouri" 1984 "MO" 29 2123 849 1274 64479147 "Missouri" 1984 4975276 12.9599135806737 0.600094206311823 -0.00330232110906451 0.0271668859304344 -0.0692931758885729
"346" "Missouri" 1988 "MO" 29 2094 1002 1085 81744477 "Missouri" 1988 5081737 16.0859322314398 0.519885002395783 -0.015052503835259 0.0192622254220308 -0.0674787317336006
"347" "Missouri" 1992 "MO" 29 2392 1054 811 101493395 "Missouri" 1992 5217101 19.4539831603797 0.43485254691689 -0.0222824567279561 0.00874307764504288 -0.097419150188869
"348" "Missouri" 1996 "MO" 29 2158 1026 890 123991553 "Missouri" 1996 5431553 22.8280112520305 0.464509394572025 -0.021241874675054 0.00468753540849062 -0.0682736107731463
"349" "Missouri" 2000 "MO" 29 2360 1111 1190 153829626 "Missouri" 2000 5603553 27.4521586571948 0.517166449369839 -0.034480905588266 -0.00221713547822034 -0.091744153962935
"350" "Missouri" 2004 "MO" 29 2715 1259 1456 153829632 "Missouri" 2004 5603553 27.4521597279440 0.536279926335175 -0.034480889044566 -0.002217140227734 -0.0917440217789483
"351" "Montana" 1952 "MT" 30 265 106 157 1097448 "Montana" 1952 602000 1.82300332225914 0.596958174904943 -0.330737400128449 -0.390240854744872 0.196427929148068
"352" "Montana" 1956 "MT" 30 271 116 155 1265559 "Montana" 1956 656000 1.92920579268293 0.571955719557196 -0.32714292631672 -0.383447904748145 0.0667536564736242
"353" "Montana" 1960 "MT" 30 278 135 142 1408588 "Montana" 1960 679000 2.07450368188513 0.512635379061372 -0.331022487977237 -0.38419021762519 -0.0721861424093324
"354" "Montana" 1964 "MT" 30 279 164 113 1670483 "Montana" 1964 706000 2.36612322946176 0.407942238267148 -0.333849451395999 -0.382075682292704 -0.147845594652082
"355" "Montana" 1968 "MT" 30 274 114 139 2068463 "Montana" 1968 7e+05 2.95494714285714 0.549407114624506 -0.344663817033744 -0.384706579437784 -0.315278212841529
"356" "Montana" 1972 "MT" 30 318 120 184 3131724 "Montana" 1972 719138 4.35483036635528 0.605263157894737 -0.353202132804282 -0.390512135126259 -0.116233375925612
"357" "Montana" 1976 "MT" 30 329 149 174 4703076 "Montana" 1976 758521 6.20032405167424 0.538699690402477 -0.362186334666991 -0.39391692148384 -0.154183372590402
"358" "Montana" 1980 "MT" 30 364 118 207 7211462 "Montana" 1980 788752 9.14287634135951 0.636923076923077 -0.362638310495597 -0.395463579851287 -0.216658590742114
"359" "Montana" 1984 "MT" 30 384 147 232 9608800 "Montana" 1984 820904 11.7051445723251 0.612137203166227 -0.361979269004948 -0.388612157143003 -0.389994811155604
"360" "Montana" 1988 "MT" 30 366 169 190 10692508 "Montana" 1988 800200 13.3622944263934 0.52924791086351 -0.363133939883351 -0.384288797787387 -0.562469309341955
"361" "Montana" 1992 "MT" 30 411 155 144 14075520 "Montana" 1992 825770 17.0453273914044 0.481605351170569 -0.364714768355946 -0.379984221368783 -0.507607139522697
"362" "Montana" 1996 "MT" 30 407 168 180 16992479 "Montana" 1996 886254 19.1733735475383 0.517241379310345 -0.376367503116717 -0.381891510690454 -0.637752875377077
"363" "Montana" 2000 "MT" 30 411 137 240 20677619 "Montana" 2000 903157 22.8948222734253 0.636604774535809 -0.369528402774592 -0.380925657926375 -0.608552524004745
"364" "Montana" 2004 "MT" 30 440 174 266 20677620 "Montana" 2004 903157 22.8948233806525 0.604545454545454 -0.369528401387637 -0.38092564821585 -0.608552417507178
"365" "Nebraska" 1952 "NE" 31 610 188 422 2308891 "Nebraska" 1952 1311000 1.76116781083143 0.691803278688525 -0.238716264922847 -0.279977844632762 0.113553331036269
"366" "Nebraska" 1956 "NE" 31 577 199 378 2340595 "Nebraska" 1956 1397000 1.67544380816034 0.655112651646447 -0.262879896134464 -0.277836467918264 -0.255117010398158
"367" "Nebraska" 1960 "NE" 31 613 233 381 3011178 "Nebraska" 1960 1417000 2.12503740296401 0.620521172638437 -0.252302789820781 -0.286593413131297 -0.0120039322639284
"368" "Nebraska" 1964 "NE" 31 584 307 277 3545500 "Nebraska" 1964 1482000 2.39237516869096 0.474315068493151 -0.260313408558911 -0.286425489225177 -0.119239748662648
"369" "Nebraska" 1968 "NE" 31 537 171 321 4646191 "Nebraska" 1968 1467000 3.16713769597819 0.652439024390244 -0.270720933432976 -0.294489882473 -0.128607570235794
"370" "Nebraska" 1972 "NE" 31 576 170 406 6872817 "Nebraska" 1972 1518293 4.52667370527296 0.704861111111111 -0.273338232669226 -0.30009314066238 0.0131300593647783
"371" "Nebraska" 1976 "NE" 31 608 234 360 9995772 "Nebraska" 1976 1548901 6.4534608732256 0.606060606060606 -0.284165961457684 -0.306916016265272 -0.0424981031098507
"372" "Nebraska" 1980 "NE" 31 641 167 420 14578213 "Nebraska" 1980 1572296 9.27192653291747 0.71550255536627 -0.293979563894446 -0.312678369029377 -0.173502218543554
"373" "Nebraska" 1984 "NE" 31 652 188 460 20600742 "Nebraska" 1984 1588638 12.9675495613223 0.709876543209877 -0.290127049663077 -0.311775584044845 -0.0673415246566826
"374" "Nebraska" 1988 "NE" 31 661 259 398 25118637 "Nebraska" 1988 1571477 15.9840945810852 0.605783866057839 -0.292460772487595 -0.311593029298667 -0.0859865807867655
"375" "Nebraska" 1992 "NE" 31 738 217 344 31548426 "Nebraska" 1992 1611687 19.5747846821374 0.61319073083779 -0.296270098516527 -0.310413653206408 -0.0768469563716717
"376" "Nebraska" 1996 "NE" 31 677 237 363 39617632 "Nebraska" 1996 1673740 23.6701231971513 0.605 -0.301275529164552 -0.314915589701257 0.0629474102960841
"377" "Nebraska" 2000 "NE" 31 697 232 434 47533757 "Nebraska" 2000 1712577 27.7556904010739 0.651651651651652 -0.30195088724386 -0.315711098931774 -0.057323226341971
"378" "Nebraska" 2004 "NE" 31 767 254 513 47533756 "Nebraska" 2004 1712577 27.7556898171586 0.66883963494133 -0.301950890370025 -0.315711091711305 -0.0573232798129872
"379" "Nevada" 1952 "NV" 32 82 32 51 433921 "Nevada" 1952 181000 2.39735359116022 0.614457831325301 -0.381138869928982 -0.455714376969411 0.966196733700256
"380" "Nevada" 1956 "NV" 32 97 41 56 622106 "Nevada" 1956 250000 2.488424 0.577319587628866 -0.365606977343722 -0.441313280393127 0.776063751343136
"381" "Nevada" 1960 "NV" 32 107 55 52 841124 "Nevada" 1960 291000 2.89046048109966 0.485981308411215 -0.358896488685251 -0.435501274730381 0.899562672273149
"382" "Nevada" 1964 "NV" 32 135 79 56 1367096 "Nevada" 1964 426000 3.20914553990610 0.414814814814815 -0.345747945878031 -0.416588638554183 0.770767166396947
"383" "Nevada" 1968 "NV" 32 154 61 73 1908729 "Nevada" 1968 464000 4.1136400862069 0.544776119402985 -0.349245833665866 -0.412465563119256 0.70406008067074
"384" "Nevada" 1972 "NV" 32 182 66 116 3038439 "Nevada" 1972 546736 5.55741527903778 0.637362637362637 -0.355193557215303 -0.410018257822809 0.789070935040565
"385" "Nevada" 1976 "NV" 32 202 92 101 4992550 "Nevada" 1976 646823 7.71857215961708 0.523316062176166 -0.357919157879511 -0.40621205434538 0.515675512556161
"386" "Nevada" 1980 "NV" 32 248 67 155 9544104 "Nevada" 1980 810215 11.7797177292447 0.698198198198198 -0.340897888430401 -0.393195910160918 0.665141792429256
"387" "Nevada" 1984 "NV" 32 287 92 189 13351220 "Nevada" 1984 924921 14.434984177027 0.672597864768683 -0.337515786327418 -0.378201898089801 0.307714503801746
"388" "Nevada" 1988 "NV" 32 350 133 206 19544342 "Nevada" 1988 1075023 18.1803942799363 0.607669616519174 -0.319769074225943 -0.358385692698845 0.313166219384064
"389" "Nevada" 1992 "NV" 32 506 189 176 30199270 "Nevada" 1992 1351367 22.3472010194122 0.482191780821918 -0.301554997146548 -0.333457575534121 0.39528853830169
"390" "Nevada" 1996 "NV" 32 464 204 199 43330841 "Nevada" 1996 1666320 26.0039134139901 0.493796526054591 -0.288951537653558 -0.315546662931435 0.426607297784133
"391" "Nevada" 2000 "NV" 32 609 280 302 59947704 "Nevada" 2000 2018723 29.6958542603418 0.518900343642612 -0.270713942594924 -0.291045070938938 0.162694090196973
"392" "Nevada" 2004 "NV" 32 816 397 419 59947704 "Nevada" 2004 2018723 29.6958542603418 0.513480392156863 -0.270713942964707 -0.29104506466028 0.162694115639159
"393" "New Hampshire" 1952 "NH" 33 273 107 166 843894 "New Hampshire" 1952 535000 1.57737196261682 0.608058608058608 -0.34999734625544 -0.400660631440938 -0.132777728636617
"394" "New Hampshire" 1956 "NH" 33 267 90 177 1075461 "New Hampshire" 1956 566000 1.90010777385159 0.662921348314607 -0.338506521128044 -0.396275204767969 0.0298458479872173
"395" "New Hampshire" 1960 "NH" 33 296 138 158 1337929 "New Hampshire" 1960 609000 2.19692775041051 0.533783783783784 -0.334493279104124 -0.393447367102931 0.0736125611404988
"396" "New Hampshire" 1964 "NH" 33 286 182 104 1692013 "New Hampshire" 1964 663000 2.55205580693816 0.363636363636364 -0.333005069183847 -0.387375886290003 0.0547588159886458
"397" "New Hampshire" 1968 "NH" 33 297 131 155 2439650 "New Hampshire" 1968 709000 3.44097320169252 0.541958041958042 -0.334016209087864 -0.383647974127898 0.112294058362169
"398" "New Hampshire" 1972 "NH" 33 334 116 214 3457237 "New Hampshire" 1972 781699 4.42272153348028 0.648484848484848 -0.346253164220859 -0.383433780223074 -0.0651249962788966
